Time,Well,RFUs,Well_Type,Energy_Solution,Lysate_Owner,Plate_Reader_Protocol,Plate_Reader,Reaction_Temp_C,Gain,Date,GFP_uM,Calibration_Model,Mini Growth Time,Midi OD600,Midi Growth Time,Maxi Growth Time,Total Culture Volume ,Harvest OD600,Cell Pellet Mass,S30A Volume Added,Freeze Speed,Thaw time,Pellet Mass : S30A Vol. Ratio,Total Resuspension Volume,Sonication Vessel Volume,Sonication Aliquot Volume,Pellet Mass : S30A Vol. Ratio at Sonication,Sonication Programme,Clarified S30 Extract Volume,S12 Extract Clarity,Lysate_Inventory_Record,RFUs_Baseline_Subtracted
460,G5,297,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0548707471156151,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,25
462,G5,296,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0527187316175559,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,23
464,G5,302,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0548707471156151,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,25
466,G5,306,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0527187316175559,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,23
468,G5,314,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0570198087993595,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,27
470,G5,298,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0440810752031759,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,15
472,G5,304,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0484058279226941,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,19
474,G5,318,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.060237869078651,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,30
476,G5,306,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0462449340979919,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,17
478,G5,317,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0537951087692467,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,24
480,G5,313,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0484058279226941,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,19
482,G5,321,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0537951087692467,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,24
484,G5,315,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0462449340979919,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,17
486,G5,305,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0386584373178425,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,10
488,G5,335,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0559456470084047,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,26
490,G5,339,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0591659194827389,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,29
492,G5,340,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0559456470084047,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,26
494,G5,337,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0548707471156151,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,25
496,G5,337,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0580932328402229,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,28
498,G5,338,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0484058279226941,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,19
500,G5,347,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.061309081979703,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,31
502,G5,350,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0559456470084047,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,26
504,G5,364,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0687869743774574,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,38
506,G5,349,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0527187316175559,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,23
508,G5,355,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0570198087993595,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,27
510,G5,371,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0645183040311358,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,34
512,G5,375,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0655865736701847,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,35
514,G5,371,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0580932328402229,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,28
516,G5,370,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0677209084916018,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,37
518,G5,369,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0580932328402229,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,28
520,G5,388,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0655865736701847,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,35
522,G5,390,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0666541083730921,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,36
524,G5,377,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0591659194827389,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,29
526,G5,392,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0623795585376387,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,32
528,G5,399,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0655865736701847,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,35
530,G5,413,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0730439026292139,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,42
532,G5,406,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0687869743774574,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,38
534,G5,421,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0751679705045047,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,44
536,G5,426,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0709169048581814,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,40
538,G5,425,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0687869743774574,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,38
540,G5,420,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0666541083730921,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,36
542,G5,443,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0751679705045047,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,44
544,G5,432,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0687869743774574,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,38
546,G5,412,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0570198087993595,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,27
548,G5,431,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0698523063824027,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,39
550,G5,416,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.060237869078651,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,30
552,G5,424,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0548707471156151,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,25
554,G5,434,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0580932328402229,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,28
556,G5,446,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0730439026292139,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,42
558,G5,433,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.061309081979703,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,31
560,G5,452,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0645183040311358,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,34
562,G5,449,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0677209084916018,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,37
564,G5,449,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0623795585376387,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,32
566,G5,458,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0591659194827389,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,29
568,G5,465,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0719807701565372,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,41
570,G5,457,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0591659194827389,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,29
572,G5,463,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0687869743774574,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,38
574,G5,460,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.060237869078651,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,30
576,G5,461,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0634492991042017,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,33
578,G5,451,Negative_Control,Lysate_Characterisation_1,Surendra Yadav,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0559456470084047,GFP_uM_Polynomial_Sarah_Oct_22,8,9,8,2.5,1.6,2.7,11.6,29,Fast Freeze (Liquid Nitrogen),90,2.5X,29,50 mL Glass Beaker,30 mL,2.5X,Batch Warwick (10s on 10s off 50% Amp. 12 cycles per 30 mL),22,Clear,Lysate_009,26
